,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1,新进
3397,3397,2021_01_part3.xlsx,2020/12/31,"特变电工
SH600089",SH600089,0.6527,-0.0313,0.2562,近5个月首推,2,电气设备,中市值,申港证券,,,2020-12-31,A600089,1
3403,3403,2021_01_part3.xlsx,2020/12/31,"富临精工
SZ300432",SZ300432,0.8487,-0.0085,0.0254,近12个月首推,1,汽车,小市值,申港证券,,,2020-12-31,A300432,1
3406,3406,2021_01_part3.xlsx,2020/12/31,"信邦制药
SZ002390",SZ002390,0.8067,-0.0152,-0.0436,近12个月首推,1,医药生物,小市值,申港证券,,,2020-12-31,A002390,1
3407,3407,2021_01_part3.xlsx,2020/12/31,"千方科技
SZ002373",SZ002373,0.2124,-0.0246,-0.069,近12个月首推,1,计算机,中市值,申港证券,,,2020-12-31,A002373,1
3410,3410,2021_01_part3.xlsx,2020/12/31,"亚 玛 顿
SZ002623",SZ002623,0.1723,-0.0403,-0.1448,近12个月首推,1,建筑材料,小市值,申港证券,,,2020-12-31,A002623,1
3412,3412,2021_01_part3.xlsx,2020/12/31,"柏楚电子
科688188",科688188,0.9046,0.1246,0.1856,近2个月首推,1,计算机,小市值,东吴证券,,,2020-12-31,A688188,1
3417,3417,2021_01_part3.xlsx,2020/12/31,"山西汾酒
SH600809",SH600809,0.9094,0.0335,-0.0023,近2个月首推,4,食品饮料,大市值,东吴证券,,,2020-12-31,A600809,1
3419,3419,2021_01_part3.xlsx,2020/12/31,"火炬电子
SH603678",SH603678,0.579,-0.004,-0.1066,近2个月首推,2,国防军工,中市值,东吴证券,,,2020-12-31,A603678,1
3425,3425,2021_01_part3.xlsx,2020/12/31,"恒玄科技
科688608",科688608,0.2869,0.1096,0.006,近12个月首推,1,电子,小市值,中信证券,,,2020-12-31,A688608,1
3430,3430,2021_01_part3.xlsx,2020/12/31,"中航重机
SH600765",SH600765,0.6861,0.0163,-0.226,近12个月首推,1,国防军工,小市值,中信证券,,,2020-12-31,A600765,1
3439,3439,2021_01_part3.xlsx,2020/12/31,"恒生电子
SH600570",SH600570,0.1815,0.0319,-0.0741,近2个月首推,1,计算机,中市值,东莞证券,,,2020-12-31,A600570,1
3441,3441,2021_01_part3.xlsx,2020/12/31,"豫园股份
SH600655",SH600655,0.5775,0.0041,0.1766,近12个月首推,1,商业贸易,小市值,山西证券,,,2020-12-31,A600655,1
3442,3442,2021_01_part3.xlsx,2020/12/31,"一 心 堂
SZ002727",SZ002727,0.2618,0.0133,0.1552,近3个月首推,1,医药生物,中市值,山西证券,,,2020-12-31,A002727,1
3443,3443,2021_01_part3.xlsx,2020/12/31,"招商证券
SH600999",SH600999,0.1946,-0.0145,0.1071,近12个月首推,1,非银金融,大市值,山西证券,,,2020-12-31,A600999,1
3444,3444,2021_01_part3.xlsx,2020/12/31,"太阳纸业
SZ002078",SZ002078,0.3242,0.0172,0.0963,近3个月首推,2,轻工制造,中市值,山西证券,,,2020-12-31,A002078,1
3445,3445,2021_01_part3.xlsx,2020/12/31,"先导智能
SZ300450",SZ300450,0.9348,0.0017,0.0656,近2个月首推,4,机械设备,中市值,山西证券,,,2020-12-31,A300450,1
3449,3449,2021_01_part3.xlsx,2020/12/31,"吉 比 特
SH603444",SH603444,0.7016,0.0474,-0.1948,近3个月首推,3,传媒,中市值,山西证券,,,2020-12-31,A603444,1
3452,3452,2021_01_part3.xlsx,2020/12/31,"梦 百 合
SH603313",SH603313,0.2912,0.0073,0.1875,近2个月首推,4,轻工制造,小市值,长城证券,,,2020-12-31,A603313,1
3453,3453,2021_01_part3.xlsx,2020/12/31,"苏 博 特
SH603916",SH603916,0.342,-0.0311,0.0361,近5个月首推,1,化工,小市值,长城证券,,,2020-12-31,A603916,1
3454,3454,2021_01_part3.xlsx,2020/12/31,"山西汾酒
SH600809",SH600809,0.9094,0.0335,-0.0023,近2个月首推,4,食品饮料,大市值,长城证券,,,2020-12-31,A600809,1
3456,3456,2021_01_part3.xlsx,2020/12/31,"伯 特 利
SH603596",SH603596,0.5554,0.0178,-0.0094,近2个月首推,2,汽车,小市值,长城证券,,,2020-12-31,A603596,1
3459,3459,2021_01_part3.xlsx,2020/12/31,"楚江新材
SZ002171",SZ002171,0.2878,-0.0109,-0.1101,近4个月首推,1,有色金属,小市值,长城证券,,,2020-12-31,A002171,1
3461,3461,2021_01_part3.xlsx,2020/12/31,"华峰化学
SZ002064",SZ002064,0.6077,-0.0407,0.4628,近2个月首推,1,化工,中市值,开源证券,,,2020-12-31,A002064,1
3462,3462,2021_01_part3.xlsx,2020/12/31,"英科医疗
SZ300677",SZ300677,0.1008,-0.0159,0.3927,近12个月首推,1,医药生物,中市值,开源证券,,,2020-12-31,A300677,1
3464,3464,2021_01_part3.xlsx,2020/12/31,"恒力石化
SH600346",SH600346,0.3471,-0.0346,0.3801,近3个月首推,1,化工,大市值,开源证券,,,2020-12-31,A600346,1
3465,3465,2021_01_part3.xlsx,2020/12/31,"索 菲 亚
SZ002572",SZ002572,0.1762,-0.0025,0.2243,近3个月首推,1,轻工制造,中市值,开源证券,,,2020-12-31,A002572,1
3467,3467,2021_01_part3.xlsx,2020/12/31,"中科电气
SZ300035",SZ300035,0.9254,-0.0341,0.0065,近2个月首推,1,化工,小市值,开源证券,,,2020-12-31,A300035,1
3471,3471,2021_01_part3.xlsx,2020/12/31,"震安科技
SZ300767",SZ300767,0.6053,-0.0179,0.2411,近2个月首推,1,化工,小市值,太平洋证券,,,2020-12-31,A300767,1
3472,3472,2021_01_part3.xlsx,2020/12/31,"埃 斯 顿
SZ002747",SZ002747,0.7589,0.0211,0.1355,近2个月首推,1,机械设备,中市值,太平洋证券,,,2020-12-31,A002747,1
3475,3475,2021_01_part3.xlsx,2020/12/31,"山西汾酒
SH600809",SH600809,0.9094,0.0335,-0.0023,近2个月首推,4,食品饮料,大市值,太平洋证券,,,2020-12-31,A600809,1
3479,3479,2021_01_part3.xlsx,2020/12/31,"京 运 通
SH601908",SH601908,0.4298,-0.0497,-0.0914,近12个月首推,1,电气设备,小市值,太平洋证券,,,2020-12-31,A601908,1
3481,3481,2021_01_part3.xlsx,2020/12/31,"特 锐 德
SZ300001",SZ300001,0.4199,-0.0306,0.2398,近12个月首推,1,电气设备,中市值,浙商证券,,,2020-12-31,A300001,1
3484,3484,2021_01_part3.xlsx,2020/12/31,"酒 鬼 酒
SZ000799",SZ000799,0.8695,0.0503,0.1321,近3个月首推,1,食品饮料,中市值,浙商证券,,,2020-12-31,A000799,1
3486,3486,2021_01_part3.xlsx,2020/12/31,"水羊股份
SZ300740",SZ300740,0.5354,-0.0347,0.1017,近2个月首推,1,化工,小市值,浙商证券,,,2020-12-31,A300740,1
3487,3487,2021_01_part3.xlsx,2020/12/31,"裕同科技
SZ002831",SZ002831,0.1911,0.0344,0.0732,近12个月首推,1,轻工制造,中市值,浙商证券,,,2020-12-31,A002831,1
3489,3489,2021_01_part3.xlsx,2020/12/31,"招商公路
SZ001965",SZ001965,0.7424,-0.0051,-0.0348,近12个月首推,1,交通运输,小市值,浙商证券,,,2020-12-31,A001965,1
3490,3490,2021_01_part3.xlsx,2020/12/31,"士 兰 微
SH600460",SH600460,0.9205,-0.0119,-0.1024,近5个月首推,1,电子,中市值,浙商证券,,,2020-12-31,A600460,1
3491,3491,2021_01_part3.xlsx,2020/12/31,"金禾实业
SZ002597",SZ002597,0.3495,-0.0335,0.366,近12个月首推,1,食品饮料,小市值,招商证券,,,2020-12-31,A002597,1
3494,3494,2021_01_part3.xlsx,2020/12/31,"老 凤 祥
SH600612",SH600612,0.5758,-0.0163,0.0062,近12个月首推,1,轻工制造,小市值,招商证券,,,2020-12-31,A600612,1
3496,3496,2021_01_part3.xlsx,2020/12/31,"河钢资源
SZ000923",SZ000923,0.5419,-0.0528,-0.0036,近12个月首推,1,采掘,小市值,招商证券,,,2020-12-31,A000923,1
3497,3497,2021_01_part3.xlsx,2020/12/31,"蒙娜丽莎
SZ002918",SZ002918,0.1556,-0.0257,-0.0245,近12个月首推,2,建筑材料,小市值,招商证券,,,2020-12-31,A002918,1
3500,3500,2021_01_part3.xlsx,2020/12/31,"盛视科技
SZ002990",SZ002990,0.1434,0.0091,-0.1713,近12个月首推,1,计算机,小市值,招商证券,,,2020-12-31,A002990,1
3503,3503,2021_01_part3.xlsx,2020/12/31,"科 博 达
SH603786",SH603786,0.4363,0.0151,0.0986,近12个月首推,1,汽车,小市值,华泰证券,,,2020-12-31,A603786,1
3505,3505,2021_01_part3.xlsx,2020/12/31,"通富微电
SZ002156",SZ002156,0.1982,0.0079,0.0876,近12个月首推,1,电子,中市值,华泰证券,,,2020-12-31,A002156,1
3508,3508,2021_01_part3.xlsx,2020/12/31,"锦江酒店
SH600754",SH600754,0.8751,-0.0256,0.0074,近3个月首推,1,休闲服务,中市值,华泰证券,,,2020-12-31,A600754,1
3509,3509,2021_01_part3.xlsx,2020/12/31,"奥飞数据
SZ300738",SZ300738,0.1715,-0.0118,0.0014,近2个月首推,1,计算机,小市值,华泰证券,,,2020-12-31,A300738,1
3510,3510,2021_01_part3.xlsx,2020/12/31,"帝欧家居
SZ002798",SZ002798,0.0284,0.0099,-0.0424,近3个月首推,3,建筑材料,小市值,华泰证券,,,2020-12-31,A002798,1
3513,3513,2021_01_part3.xlsx,2020/12/31,"容百科技
科688005",科688005,0.816,-0.0242,0.2782,近12个月首推,1,化工,小市值,国泰君安,,,2020-12-31,A688005,1
3514,3514,2021_01_part3.xlsx,2020/12/31,"东方雨虹
SZ002271",SZ002271,0.8503,-0.0024,0.25,近2个月首推,1,建筑材料,大市值,国泰君安,,,2020-12-31,A002271,1
3519,3519,2021_01_part3.xlsx,2020/12/31,"航天电器
SZ002025",SZ002025,0.4254,-0.0217,-0.1612,近5个月首推,1,国防军工,中市值,国泰君安,,,2020-12-31,A002025,1
3520,3520,2021_01_part3.xlsx,2020/12/31,"神火股份
SZ000933",SZ000933,0.7857,-0.0304,-0.1805,近4个月首推,1,有色金属,中市值,国泰君安,,,2020-12-31,A000933,1
3521,3521,2021_01_part3.xlsx,2020/12/31,"阳光电源
SZ300274",SZ300274,0.7764,0.0024,0.4499,近4个月首推,1,电气设备,大市值,华创证券,,,2020-12-31,A300274,1
3522,3522,2021_01_part3.xlsx,2020/12/31,"比 亚 迪
SZ002594",SZ002594,0.771,0.0233,0.2712,近2个月首推,3,汽车,大市值,华创证券,,,2020-12-31,A002594,1
3523,3523,2021_01_part3.xlsx,2020/12/31,"华熙生物
科688363",科688363,0.7736,-0.0219,0.2707,近12个月首推,1,医药生物,小市值,华创证券,,,2020-12-31,A688363,1
3527,3527,2021_01_part3.xlsx,2020/12/31,"万孚生物
SZ300482",SZ300482,0.5809,-0.01,-0.0248,近2个月首推,1,医药生物,中市值,华创证券,,,2020-12-31,A300482,1
3529,3529,2021_01_part3.xlsx,2020/12/31,"瀚蓝环境
SH600323",SH600323,0.2087,-0.0196,-0.1516,近5个月首推,2,公用事业,小市值,华创证券,,,2020-12-31,A600323,1
3534,3534,2021_01_part3.xlsx,2020/12/31,"梦 百 合
SH603313",SH603313,0.2912,0.0073,0.1875,近2个月首推,4,轻工制造,小市值,国联证券,,,2020-12-31,A603313,1
3536,3536,2021_01_part3.xlsx,2020/12/31,"精测电子
SZ300567",SZ300567,0.1687,0.0608,0.0315,近12个月首推,1,机械设备,小市值,国联证券,,,2020-12-31,A300567,1
3537,3537,2021_01_part3.xlsx,2020/12/31,"华泰证券
SH601688",SH601688,0.0699,-0.0175,-0.0344,近3个月首推,1,非银金融,大市值,国联证券,,,2020-12-31,A601688,1
3540,3540,2021_01_part3.xlsx,2020/12/31,"人福医药
SH600079",SH600079,0.1135,-0.009,-0.1954,近5个月首推,1,医药生物,中市值,国联证券,,,2020-12-31,A600079,1
3541,3541,2021_02_part1.xlsx,2021/2/1,"森 麒 麟
SZ002984",SZ002984,0.465,-0.0389,0.2138,近12个月首推,1,化工,小市值,长城证券,,,2021-02-01,A002984,1
3542,3542,2021_02_part1.xlsx,2021/2/1,"拓邦股份
SZ002139",SZ002139,0.9237,0.0672,0.115,近2个月首推,1,电子,小市值,长城证券,,,2021-02-01,A002139,1
3543,3543,2021_02_part1.xlsx,2021/2/1,"信 立 泰
SZ002294",SZ002294,0.4752,-0.0319,0.1055,近5个月首推,1,医药生物,中市值,长城证券,,,2021-02-01,A002294,1
3549,3549,2021_02_part1.xlsx,2021/2/1,"思摩尔国际
HK06969",HK06969,0.2288,-0.0395,-0.1798,近3个月首推,2,港股,小市值,长城证券,,,2021-02-01,AK06969,1
3553,3553,2021_02_part1.xlsx,2021/2/1,"吉宏股份
SZ002803",SZ002803,0.044,-0.0452,0.1594,近12个月首推,2,轻工制造,小市值,开源证券,,,2021-02-01,A002803,1
3555,3555,2021_02_part1.xlsx,2021/2/1,"金石资源
SH603505",SH603505,0.4266,-0.0287,0.0701,近2个月首推,1,采掘,小市值,开源证券,,,2021-02-01,A603505,1
3556,3556,2021_02_part1.xlsx,2021/2/1,"金能科技
SH603113",SH603113,0.5858,-0.0267,0.0292,近3个月首推,2,采掘,小市值,开源证券,,,2021-02-01,A603113,1
3558,3558,2021_02_part1.xlsx,2021/2/1,"新城悦服务
HK01755",HK01755,0.547,-0.0332,-0.0129,近12个月首推,1,港股,小市值,开源证券,,,2021-02-01,AK01755,1
3560,3560,2021_02_part1.xlsx,2021/2/1,"普 莱 柯
SH603566",SH603566,0.4721,-0.0272,-0.0596,近3个月首推,1,农林牧渔,小市值,开源证券,,,2021-02-01,A603566,1
3564,3564,2021_02_part1.xlsx,2021/2/1,"姚记科技
SZ002605",SZ002605,0.1105,-0.0175,-0.1131,近12个月首推,1,轻工制造,小市值,开源证券,,,2021-02-01,A002605,1
3565,3565,2021_02_part1.xlsx,2021/2/1,"海容冷链
SH603187",SH603187,0.6667,0.0377,-0.1148,近2个月首推,1,机械设备,小市值,开源证券,,,2021-02-01,A603187,1
3568,3568,2021_02_part1.xlsx,2021/2/1,"石头科技
科688169",科688169,0.9527,0.0127,-0.1821,近3个月首推,2,机械设备,小市值,开源证券,,,2021-02-01,A688169,1
3569,3569,2021_02_part1.xlsx,2021/2/1,"卫星石化
SZ002648",SZ002648,0.9611,0.0051,0.2396,近2个月首推,4,化工,中市值,太平洋证券,,,2021-02-01,A002648,1
3570,3570,2021_02_part1.xlsx,2021/2/1,"移远通信
SH603236",SH603236,0.4624,-0.0004,0.1795,近2个月首推,4,通信,小市值,太平洋证券,,,2021-02-01,A603236,1
3575,3575,2021_02_part1.xlsx,2021/2/1,"斯 迪 克
SZ300806",SZ300806,0.6973,0.0047,-0.0247,近5个月首推,1,化工,小市值,太平洋证券,,,2021-02-01,A300806,1
3576,3576,2021_02_part1.xlsx,2021/2/1,"天铁股份
SZ300587",SZ300587,0.9584,0.0385,-0.1281,近12个月首推,1,化工,小市值,太平洋证券,,,2021-02-01,A300587,1
3577,3577,2021_02_part1.xlsx,2021/2/1,"稳健医疗
SZ300888",SZ300888,0.2707,-0.0338,-0.132,近3个月首推,1,纺织服装,小市值,太平洋证券,,,2021-02-01,A300888,1
3579,3579,2021_02_part1.xlsx,2021/2/1,"北方稀土
SH600111",SH600111,0.7471,-0.0417,0.1624,近12个月首推,2,有色金属,中市值,浙商证券,,,2021-02-01,A600111,1
3580,3580,2021_02_part1.xlsx,2021/2/1,"中国移动
HK00941",HK00941,0.4752,-0.0113,0.1311,近12个月首推,2,港股,小市值,浙商证券,,,2021-02-01,AK00941,1
3582,3582,2021_02_part1.xlsx,2021/2/1,"申洲国际
HK02313",HK02313,0.7954,-0.0057,0.0625,近12个月首推,1,港股,小市值,浙商证券,,,2021-02-01,AK02313,1
3584,3584,2021_02_part1.xlsx,2021/2/1,"腾讯控股
HK00700",HK00700,0.3002,0.0059,-0.0198,近6个月首推,5,港股,小市值,浙商证券,,,2021-02-01,AK00700,1
3585,3585,2021_02_part1.xlsx,2021/2/1,"海底捞
HK06862",HK06862,0.0181,-0.0214,-0.026,近12个月首推,2,港股,小市值,浙商证券,,,2021-02-01,AK06862,1
3587,3587,2021_02_part1.xlsx,2021/2/1,"白云机场
SH600004",SH600004,0.0857,-0.0137,-0.0442,近2个月首推,1,交通运输,中市值,浙商证券,,,2021-02-01,A600004,1
3588,3588,2021_02_part1.xlsx,2021/2/1,"景 嘉 微
SZ300474",SZ300474,0.8408,0.0194,-0.0454,近12个月首推,2,国防军工,中市值,浙商证券,,,2021-02-01,A300474,1
3591,3591,2021_02_part1.xlsx,2021/2/1,"中国飞鹤
HK06186",HK06186,0.3152,0.0052,-0.0927,近4个月首推,1,港股,小市值,浙商证券,,,2021-02-01,AK06186,1
3593,3593,2021_02_part1.xlsx,2021/2/1,"吉利汽车
HK00175",HK00175,0.3373,0.0454,-0.1076,近12个月首推,2,港股,小市值,浙商证券,,,2021-02-01,AK00175,1
3594,3594,2021_02_part1.xlsx,2021/2/1,"上机数控
SH603185",SH603185,0.8187,-0.0359,-0.194,近2个月首推,1,机械设备,小市值,浙商证券,,,2021-02-01,A603185,1
3595,3595,2021_02_part1.xlsx,2021/2/1,"新东方在线
HK01797",HK01797,0.0203,-0.0494,-0.2263,近12个月首推,2,港股,小市值,浙商证券,,,2021-02-01,AK01797,1
3596,3596,2021_02_part1.xlsx,2021/2/1,"南山铝业
SH600219",SH600219,0.6162,-0.0363,0.2372,近12个月首推,1,有色金属,中市值,招商证券,,,2021-02-01,A600219,1
3597,3597,2021_02_part1.xlsx,2021/2/1,"思源电气
SZ002028",SZ002028,0.6634,0.0176,0.2158,近12个月首推,1,电气设备,中市值,招商证券,,,2021-02-01,A002028,1
3599,3599,2021_02_part1.xlsx,2021/2/1,"上海家化
SH600315",SH600315,0.7568,-0.0294,0.1605,近12个月首推,1,化工,中市值,招商证券,,,2021-02-01,A600315,1
3601,3601,2021_02_part1.xlsx,2021/2/1,"周 大 生
SZ002867",SZ002867,0.3844,-0.0147,0.0367,近2个月首推,3,轻工制造,中市值,招商证券,,,2021-02-01,A002867,1
3602,3602,2021_02_part1.xlsx,2021/2/1,"海信家电
SZ000921",SZ000921,0.5106,0.0076,0.0303,近2个月首推,1,家用电器,小市值,招商证券,,,2021-02-01,A000921,1
3603,3603,2021_02_part1.xlsx,2021/2/1,"品渥食品
SZ300892",SZ300892,0.1672,-0.0608,-0.1278,近12个月首推,1,食品饮料,小市值,招商证券,,,2021-02-01,A300892,1
3606,3606,2021_02_part1.xlsx,2021/2/1,"顺络电子
SZ002138",SZ002138,0.7182,0.0201,0.1284,近5个月首推,4,电子,中市值,华泰证券,,,2021-02-01,A002138,1
3607,3607,2021_02_part1.xlsx,2021/2/1,"亚士创能
SH603378",SH603378,0.445,-0.0202,0.1209,近12个月首推,2,化工,小市值,华泰证券,,,2021-02-01,A603378,1
3611,3611,2021_02_part1.xlsx,2021/2/1,"巨星科技
SZ002444",SZ002444,0.7131,-0.0291,-0.0503,近12个月首推,3,机械设备,中市值,华泰证券,,,2021-02-01,A002444,1
3612,3612,2021_02_part1.xlsx,2021/2/1,"岱美股份
SH603730",SH603730,0.418,-0.0118,-0.0789,近2个月首推,1,汽车,小市值,华泰证券,,,2021-02-01,A603730,1
3615,3615,2021_02_part1.xlsx,2021/2/1,"龙大肉食
SZ002726",SZ002726,0.5216,-0.0212,-0.1306,近2个月首推,1,食品饮料,小市值,华泰证券,,,2021-02-01,A002726,1
3616,3616,2021_02_part1.xlsx,2021/2/1,"云铝股份
SZ000807",SZ000807,0.8869,-0.0605,0.2649,近2个月首推,1,有色金属,中市值,国泰君安,,,2021-02-01,A000807,1
3623,3623,2021_02_part1.xlsx,2021/2/1,"大 参 林
SH603233",SH603233,0.002,0.0291,-0.1316,近3个月首推,2,医药生物,中市值,国泰君安,,,2021-02-01,A603233,1
3626,3626,2021_02_part1.xlsx,2021/2/1,"中泰化学
SZ002092",SZ002092,0.7736,-0.0364,0.3014,近12个月首推,1,化工,中市值,中信建投,,,2021-02-01,A002092,1
3627,3627,2021_02_part1.xlsx,2021/2/1,"新 大 正
SZ002968",SZ002968,0.7274,-0.0427,0.2419,近12个月首推,1,房地产,小市值,中信建投,,,2021-02-01,A002968,1
3629,3629,2021_02_part1.xlsx,2021/2/1,"春秋电子
SH603890",SH603890,0.2326,0.0145,0.1941,近12个月首推,1,电子,小市值,中信建投,,,2021-02-01,A603890,1
3631,3631,2021_02_part1.xlsx,2021/2/1,"IGG
HK00799",HK00799,0.5312,-0.0106,0.1468,近12个月首推,1,港股,小市值,中信建投,,,2021-02-01,AK00799,1
3632,3632,2021_02_part1.xlsx,2021/2/1,"顺络电子
SZ002138",SZ002138,0.7182,0.0201,0.1284,近5个月首推,4,电子,中市值,中信建投,,,2021-02-01,A002138,1
3634,3634,2021_02_part1.xlsx,2021/2/1,"众安在线
HK06060",HK06060,0.177,-0.0529,0.0879,近12个月首推,1,港股,小市值,中信建投,,,2021-02-01,AK06060,1
3637,3637,2021_02_part1.xlsx,2021/2/1,"新东方-S
HK09901",HK09901,0.0092,-0.0091,0.0579,近12个月首推,1,港股,小市值,中信建投,,,2021-02-01,AK09901,1
3639,3639,2021_02_part1.xlsx,2021/2/1,"长沙银行
SH601577",SH601577,0.4854,-0.0244,0.015,近4个月首推,1,银行,小市值,中信建投,,,2021-02-01,A601577,1
3640,3640,2021_02_part1.xlsx,2021/2/1,"掌阅科技
SH603533",SH603533,0.1958,-0.0337,0.0057,近2个月首推,2,传媒,小市值,中信建投,,,2021-02-01,A603533,1
3641,3641,2021_02_part1.xlsx,2021/2/1,"微盟集团
HK02013",HK02013,0.3258,0.0161,0.0045,近12个月首推,1,港股,小市值,中信建投,,,2021-02-01,AK02013,1
3644,3644,2021_02_part1.xlsx,2021/2/1,"海底捞
HK06862",HK06862,0.0181,-0.0163,-0.026,近12个月首推,2,港股,小市值,中信建投,,,2021-02-01,AK06862,1
3646,3646,2021_02_part1.xlsx,2021/2/1,"香港交易所
HK00388",HK00388,0.4767,-0.0068,-0.0487,近12个月首推,2,港股,小市值,中信建投,,,2021-02-01,AK00388,1
3647,3647,2021_02_part1.xlsx,2021/2/1,"巨星科技
SZ002444",SZ002444,0.7131,-0.0291,-0.0503,近12个月首推,3,机械设备,中市值,中信建投,,,2021-02-01,A002444,1
3648,3648,2021_02_part1.xlsx,2021/2/1,"壹网壹创
SZ300792",SZ300792,0.1161,-0.0402,-0.072,近2个月首推,1,传媒,小市值,中信建投,,,2021-02-01,A300792,1
3650,3650,2021_02_part1.xlsx,2021/2/1,"生物股份
SH600201",SH600201,0.0008,-0.0192,-0.0848,近4个月首推,3,农林牧渔,中市值,中信建投,,,2021-02-01,A600201,1
3656,3656,2021_02_part1.xlsx,2021/2/1,"移远通信
SH603236",SH603236,0.4624,-0.0004,0.1795,近2个月首推,4,通信,小市值,华创证券,,,2021-02-01,A603236,1
3659,3659,2021_02_part1.xlsx,2021/2/1,"普利制药
SZ300630",SZ300630,0.7039,-0.0355,0.0359,近12个月首推,1,医药生物,中市值,华创证券,,,2021-02-01,A300630,1
3662,3662,2021_02_part1.xlsx,2021/2/1,"鸿路钢构
SZ002541",SZ002541,0.8396,0.0204,-0.038,近4个月首推,1,建筑装饰,中市值,华创证券,,,2021-02-01,A002541,1
3663,3663,2021_02_part1.xlsx,2021/2/1,"生物股份
SH600201",SH600201,0.0008,-0.0192,-0.0848,近4个月首推,3,农林牧渔,中市值,华创证券,,,2021-02-01,A600201,1
3669,3669,2021_02_part1.xlsx,2021/2/1,"中国汽研
SH601965",SH601965,0.925,0.0081,-0.0187,近2个月首推,1,汽车,小市值,国联证券,,,2021-02-01,A601965,1
3671,3671,2021_02_part1.xlsx,2021/2/1,"巨星科技
SZ002444",SZ002444,0.7131,-0.0291,-0.0503,近12个月首推,3,机械设备,中市值,国联证券,,,2021-02-01,A002444,1
3672,3672,2021_02_part1.xlsx,2021/2/1,"天顺风能
SZ002531",SZ002531,0.5495,0.0218,-0.0753,近6个月首推,1,电气设备,小市值,国联证券,,,2021-02-01,A002531,1
3674,3674,2021_02_part1.xlsx,2021/2/1,"仲景食品
SZ300908",SZ300908,0.1469,-0.0331,-0.1915,近12个月首推,1,食品饮料,小市值,国联证券,,,2021-02-01,A300908,1
3675,3675,2021_02_part2.xlsx,2021/2/1,"森 麒 麟
SZ002984",SZ002984,0.465,-0.0389,0.2138,近12个月首推,1,化工,小市值,长城证券,,,2021-02-01,A002984,1
3676,3676,2021_02_part2.xlsx,2021/2/1,"拓邦股份
SZ002139",SZ002139,0.9237,0.0672,0.115,近2个月首推,1,电子,小市值,长城证券,,,2021-02-01,A002139,1
3677,3677,2021_02_part2.xlsx,2021/2/1,"信 立 泰
SZ002294",SZ002294,0.4752,-0.0319,0.1055,近5个月首推,1,医药生物,中市值,长城证券,,,2021-02-01,A002294,1
3683,3683,2021_02_part2.xlsx,2021/2/1,"思摩尔国际
HK06969",HK06969,0.2288,-0.0395,-0.1798,近3个月首推,2,港股,小市值,长城证券,,,2021-02-01,AK06969,1
3687,3687,2021_02_part2.xlsx,2021/2/1,"吉宏股份
SZ002803",SZ002803,0.044,-0.0452,0.1594,近12个月首推,2,轻工制造,小市值,开源证券,,,2021-02-01,A002803,1
3689,3689,2021_02_part2.xlsx,2021/2/1,"金石资源
SH603505",SH603505,0.4266,-0.0287,0.0701,近2个月首推,1,采掘,小市值,开源证券,,,2021-02-01,A603505,1
3690,3690,2021_02_part2.xlsx,2021/2/1,"金能科技
SH603113",SH603113,0.5858,-0.0267,0.0292,近3个月首推,2,采掘,小市值,开源证券,,,2021-02-01,A603113,1
3692,3692,2021_02_part2.xlsx,2021/2/1,"新城悦服务
HK01755",HK01755,0.547,-0.0332,-0.0129,近12个月首推,1,港股,小市值,开源证券,,,2021-02-01,AK01755,1
3694,3694,2021_02_part2.xlsx,2021/2/1,"普 莱 柯
SH603566",SH603566,0.4721,-0.0272,-0.0596,近3个月首推,1,农林牧渔,小市值,开源证券,,,2021-02-01,A603566,1
3698,3698,2021_02_part2.xlsx,2021/2/1,"姚记科技
SZ002605",SZ002605,0.1105,-0.0175,-0.1131,近12个月首推,1,轻工制造,小市值,开源证券,,,2021-02-01,A002605,1
3699,3699,2021_02_part2.xlsx,2021/2/1,"海容冷链
SH603187",SH603187,0.6667,0.0377,-0.1148,近2个月首推,1,机械设备,小市值,开源证券,,,2021-02-01,A603187,1
3702,3702,2021_02_part2.xlsx,2021/2/1,"石头科技
科688169",科688169,0.9527,0.0127,-0.1821,近3个月首推,2,机械设备,小市值,开源证券,,,2021-02-01,A688169,1
3703,3703,2021_02_part2.xlsx,2021/2/1,"卫星石化
SZ002648",SZ002648,0.9611,0.0051,0.2396,近2个月首推,4,化工,中市值,太平洋证券,,,2021-02-01,A002648,1
3704,3704,2021_02_part2.xlsx,2021/2/1,"移远通信
SH603236",SH603236,0.4624,-0.0004,0.1795,近2个月首推,4,通信,小市值,太平洋证券,,,2021-02-01,A603236,1
3709,3709,2021_02_part2.xlsx,2021/2/1,"斯 迪 克
SZ300806",SZ300806,0.6973,0.0047,-0.0247,近5个月首推,1,化工,小市值,太平洋证券,,,2021-02-01,A300806,1
3710,3710,2021_02_part2.xlsx,2021/2/1,"天铁股份
SZ300587",SZ300587,0.9584,0.0385,-0.1281,近12个月首推,1,化工,小市值,太平洋证券,,,2021-02-01,A300587,1
3711,3711,2021_02_part2.xlsx,2021/2/1,"稳健医疗
SZ300888",SZ300888,0.2707,-0.0338,-0.132,近3个月首推,1,纺织服装,小市值,太平洋证券,,,2021-02-01,A300888,1
